"349190600","BIELSKO-BIA£A","2018","09","01",6.5,"",3.0,"",19.0,"",18.1,"",82.8,"",973.5,"",1020.1,"",18.3,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","02",7.3,"",3.9,"",17.5,"",18.4,"",92.5,"",974.8,"",1021.7,"",53.1,"",1.1,""
"349190600","BIELSKO-BIA£A","2018","09","03",5.4,"",4.0,"",18.9,"",15.8,"",72.9,"",970.4,"",1016.8,"",.5,"",1.4,""
"349190600","BIELSKO-BIA£A","2018","09","04",7.1,"",1.9,"",17.1,"",17.6,"",90.4,"",967.0,"",1013.6,"",9.8,"",6.8,""
"349190600","BIELSKO-BIA£A","2018","09","05",5.1,"",2.5,"",17.3,"",16.6,"",85.5,"",969.4,"",1016.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","06",2.3,"",1.3,"",15.9,"",14.1,"",80.9,"",967.4,"",1014.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","07",1.1,"",1.9,"",16.4,"",14.0,"",77.4,"",966.3,"",1013.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","08",5.5,"",2.3,"",15.6,"",15.8,"",90.0,"",972.5,"",1019.6,"",10.9,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","09",2.6,"",1.6,"",15.1,"",13.0,"",79.0,"",975.8,"",1023.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","10",1.3,"",1.5,"",15.7,"",12.3,"",72.8,"",975.8,"",1023.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","11",5.4,"",1.9,"",17.0,"",13.2,"",69.8,"",975.9,"",1022.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","12",1.6,"",2.4,"",20.0,"",14.1,"",63.3,"",974.8,"",1021.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","13",2.4,"",1.5,"",19.1,"",15.0,"",68.6,"",971.3,"",1017.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","14",7.8,"",2.0,"",15.9,"",17.0,"",94.8,"",971.7,"",1018.7,"",.6,"",7.7,""
"349190600","BIELSKO-BIA£A","2018","09","15",6.9,"",2.8,"",15.7,"",14.9,"",84.6,"",974.3,"",1021.4,"",.1,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","16",3.0,"",2.0,"",13.9,"",11.1,"",72.4,"",978.3,"",1025.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","17",4.3,"",3.4,"",17.1,"",13.2,"",69.0,"",975.9,"",1022.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","18",2.9,"",3.1,"",19.5,"",13.8,"",61.9,"",974.1,"",1020.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","19",.9,"",3.6,"",19.3,"",12.2,"",56.4,"",974.2,"",1020.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","20",.5,"",1.9,"",18.3,"",12.6,"",62.8,"",974.0,"",1020.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","21",1.6,"",4.9,"",20.3,"",12.4,"",55.0,"",968.3,"",1014.5,"",.0,"",13.7,""
"349190600","BIELSKO-BIA£A","2018","09","22",7.4,"",4.0,"",13.4,"",11.0,"",71.5,"",972.1,"",1019.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","23",6.8,"",7.4,"",14.1,"",10.5,"",65.0,"",966.5,"",1013.6,"",.0,"",11.2,""
"349190600","BIELSKO-BIA£A","2018","09","24",7.0,"",5.5,"",9.1,"",8.8,"",76.0,"",971.3,"",1019.4,"",2.1,"",.3,""
"349190600","BIELSKO-BIA£A","2018","09","25",6.4,"",3.6,"",6.2,"",7.5,"",79.1,"",985.3,"",1034.7,"",.1,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","26",4.9,"",3.6,"",7.8,"",6.9,"",68.5,"",987.7,"",1036.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","27",6.1,"",2.9,"",13.0,"",9.0,"",60.0,"",980.8,"",1028.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","28",3.0,"",3.8,"",15.6,"",11.0,"",63.4,"",972.6,"",1019.7,"",.0,"",.2,""
"349190600","BIELSKO-BIA£A","2018","09","29",4.5,"",1.6,"",7.6,"",8.2,"",79.8,"",978.5,"",1027.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2018","09","30",1.1,"",2.1,"",7.5,"",6.8,"",69.0,"",974.2,"",1022.8,"",.0,"",.0,""
